    nm         	nN
0.000000e+000	5.478654e-001
2.846434e-002	5.381139e-001
4.034646e-002	5.276127e-001
-4.726106e-002	5.126132e-001
-1.514508e-001	4.968640e-001
-1.229865e-001	4.871126e-001
-1.940228e-001	4.728624e-001
-1.655579e-001	4.631109e-001
-1.702567e-001	4.518600e-001
-1.915385e-001	4.398594e-001
-2.459834e-001	4.263593e-001
-2.506816e-001	4.151084e-001
-2.553910e-001	4.038571e-001
-3.264181e-001	3.896073e-001
-3.311170e-001	3.783564e-001
-3.855619e-001	3.648563e-001
-3.570969e-001	3.551049e-001
-4.115511e-001	3.416044e-001
-4.659960e-001	3.281043e-001
-5.204403e-001	3.146043e-001
-5.085576e-001	3.041031e-001
-5.630025e-001	2.906031e-001
-5.842836e-001	2.786024e-001
-6.387377e-001	2.651020e-001
-6.766011e-001	2.523516e-001
-7.144637e-001	2.396013e-001
-7.191626e-001	2.283504e-001
-7.238615e-001	2.170995e-001
-7.451432e-001	2.050989e-001
-7.664335e-001	1.930978e-001
-7.711324e-001	1.818469e-001
-9.084866e-001	1.645983e-001
-9.131854e-001	1.533474e-001
-9.013033e-001	1.428462e-001
-8.562666e-001	1.338440e-001
-1.010202e+000	1.158457e-001
-9.817374e-001	1.060942e-001
-1.052764e+000	9.184442e-002
-1.123791e+000	7.759465e-002
-1.161654e+000	6.484432e-002
-1.133198e+000	5.509242e-002
-1.220807e+000	4.009293e-002
-1.159178e+000	3.184090e-002
-1.213624e+000	1.834085e-002
-1.350977e+000	1.092214e-003
-1.355685e+000	-1.015912e-002
-1.393548e+000	-2.290946e-002
-1.464575e+000	-3.715922e-002
-1.502438e+000	-4.990956e-002
-1.490555e+000	-6.041074e-002
-1.544999e+000	-7.391079e-002
-1.632618e+000	-8.891071e-002
-1.687062e+000	-1.024108e-001
-1.592270e+000	-1.091634e-001
-1.696461e+000	-1.249126e-001
-1.817233e+000	-1.414115e-001
-1.838524e+000	-1.534125e-001
-1.909551e+000	-1.676623e-001
-1.831340e+000	-1.751646e-001
-1.952112e+000	-1.916635e-001
-1.956810e+000	-2.029144e-001
-1.911765e+000	-2.119162e-001
-1.966219e+000	-2.254167e-001
-1.937755e+000	-2.351681e-001
-2.025362e+000	-2.501676e-001
-2.063226e+000	-2.629180e-001
-2.117670e+000	-2.764180e-001
-2.221871e+000	-2.921677e-001
-2.243152e+000	-3.041683e-001
-2.181523e+000	-3.124203e-001
-2.302294e+000	-3.289192e-001
-2.340157e+000	-3.416696e-001
-2.361448e+000	-3.536706e-001
-2.415894e+000	-3.671707e-001
-2.453757e+000	-3.799210e-001
-2.425292e+000	-3.896725e-001
-2.429990e+000	-4.009234e-001
-2.567345e+000	-4.181720e-001
