    nm         	nN
0.000000e+000	6.310548e-001
9.491477e-002	6.243078e-001
4.039925e-002	6.108045e-001
5.229365e-002	6.003039e-001
-5.203238e-002	5.845485e-001
9.269290e-002	5.800536e-001
-1.163804e-002	5.642980e-001
-6.615355e-002	5.507947e-001
-1.372722e-001	5.365408e-001
-1.419833e-001	5.252894e-001
-1.632914e-001	5.132875e-001
-2.842254e-001	4.967813e-001
-2.723274e-001	4.862808e-001
-2.770324e-001	4.750296e-001
-3.149497e-001	4.622768e-001
-3.694652e-001	4.487736e-001
-4.073770e-001	4.360210e-001
-4.286907e-001	4.240189e-001
-5.330174e-001	4.082636e-001
-5.377218e-001	3.970124e-001
-6.088453e-001	3.827583e-001
-6.301546e-001	3.707564e-001
-5.684460e-001	3.625080e-001
-5.731565e-001	3.512566e-001
-5.944646e-001	3.392547e-001
-6.489851e-001	3.257512e-001
-7.201049e-001	3.114972e-001
-7.580161e-001	2.987447e-001
-7.295198e-001	2.889947e-001
-7.840354e-001	2.754914e-001
-8.551546e-001	2.612375e-001
-9.760887e-001	2.447312e-001
-8.811732e-001	2.379842e-001
-9.855036e-001	2.222287e-001
-1.040019e+000	2.087254e-001
-1.061328e+000	1.967236e-001
-1.082641e+000	1.847215e-001
-1.120554e+000	1.719689e-001
-1.058845e+000	1.637205e-001
-1.129969e+000	1.494663e-001
-1.201089e+000	1.352124e-001
-1.222397e+000	1.232105e-001
-1.243710e+000	1.112084e-001
-1.281622e+000	9.845584e-002
-1.419161e+000	8.119891e-002
-1.374055e+000	7.219980e-002
-1.362157e+000	6.169932e-002
-1.383465e+000	4.969745e-002
-1.404779e+000	3.769536e-002
-1.492501e+000	2.269072e-002
-1.596832e+000	6.935163e-003
-1.501917e+000	1.881359e-004
-1.573036e+000	-1.406580e-002
-1.627556e+000	-2.756927e-002
-1.831502e+000	-4.782875e-002
-1.852816e+000	-5.983085e-002
-1.890729e+000	-7.258341e-002
-1.812416e+000	-8.008113e-002
-1.949954e+000	-9.733806e-002
-1.971262e+000	-1.093399e-001
-1.975967e+000	-1.205911e-001
-1.947471e+000	-1.303411e-001
-1.935573e+000	-1.408416e-001
-2.023296e+000	-1.558463e-001
-2.044609e+000	-1.678483e-001
-2.115728e+000	-1.821023e-001
-2.236662e+000	-1.986085e-001
-2.291177e+000	-2.121118e-001
-2.229468e+000	-2.203602e-001
-2.283989e+000	-2.338637e-001
-2.288695e+000	-2.451148e-001
-2.376417e+000	-2.601195e-001
-2.331316e+000	-2.691188e-001
-2.419039e+000	-2.841234e-001
-2.456952e+000	-2.968760e-001
-2.461663e+000	-3.081274e-001
-2.549386e+000	-3.231321e-001
-2.570696e+000	-3.351341e-001
-2.542196e+000	-3.448840e-001
-2.613315e+000	-3.591379e-001
-2.651227e+000	-3.718905e-001
-2.705754e+000	-3.853942e-001
-2.693853e+000	-3.958946e-001
-2.681955e+000	-4.063951e-001
-2.719868e+000	-4.191477e-001
-2.857401e+000	-4.364044e-001
-2.961726e+000	-4.521597e-001
-3.016253e+000	-4.656635e-001
-3.004355e+000	-4.761639e-001
-3.158490e+000	-4.941713e-001
-3.196402e+000	-5.069239e-001
-3.118089e+000	-5.144216e-001
-3.222426e+000	-5.301774e-001
-3.260336e+000	-5.429299e-001
-3.331457e+000	-5.571839e-001
-3.468988e+000	-5.744406e-001
-3.407280e+000	-5.826890e-001
-3.411996e+000	-5.939406e-001
-3.483114e+000	-6.081946e-001
-3.521029e+000	-6.209472e-001
-3.558939e+000	-6.336997e-001
-3.547041e+000	-6.442002e-001
-3.485333e+000	-6.524486e-001
-3.589667e+000	-6.682044e-001
-3.660786e+000	-6.824583e-001
-3.682096e+000	-6.944602e-001
-3.636990e+000	-7.034593e-001
-3.674905e+000	-7.162119e-001
-3.795841e+000	-7.327183e-001
-3.883564e+000	-7.477230e-001
-3.855062e+000	-7.574728e-001
-3.892977e+000	-7.702253e-001
-3.914284e+000	-7.822272e-001
-3.935593e+000	-7.942290e-001
-3.956911e+000	-8.062314e-001
-3.928411e+000	-8.159812e-001
-3.899908e+000	-8.257309e-001
-3.954423e+000	-8.392342e-001
-4.058750e+000	-8.549896e-001
-4.063454e+000	-8.662407e-001
-4.101376e+000	-8.789938e-001
-4.039670e+000	-8.872422e-001
-4.077580e+000	-8.999947e-001
-4.115492e+000	-9.127473e-001
-4.103592e+000	-9.232477e-001
-4.108298e+000	-9.344989e-001
-4.179426e+000	-9.487533e-001
-4.233941e+000	-9.622565e-001
-4.238647e+000	-9.735077e-001
-4.210150e+000	-9.832576e-001
-4.214851e+000	-9.945087e-001
-4.219557e+000	-1.005760e+000
-4.307290e+000	-1.020765e+000
-4.311996e+000	-1.032016e+000
-4.084252e+000	-1.032758e+000
-4.105562e+000	-1.044760e+000
-4.209884e+000	-1.060515e+000
-4.281008e+000	-1.074769e+000
-4.202702e+000	-1.082267e+000
-4.373442e+000	-1.101025e+000
-4.444561e+000	-1.115279e+000
-4.515679e+000	-1.129533e+000
-4.437369e+000	-1.137031e+000
-4.508497e+000	-1.151285e+000
-4.596220e+000	-1.166290e+000
-4.584322e+000	-1.176790e+000
-4.755062e+000	-1.195548e+000
-4.660147e+000	-1.202295e+000
-4.681453e+000	-1.214297e+000
-4.619756e+000	-1.222546e+000
-4.607858e+000	-1.233047e+000
-4.712185e+000	-1.248802e+000
-4.600667e+000	-1.254798e+000
-4.522351e+000	-1.262296e+000
-4.460645e+000	-1.270544e+000
4.492921e-001	-1.059589e+000
1.352816e+001	-4.792914e-001
2.013167e+001	-1.917651e-001
2.248466e+001	-9.641749e-002
2.296145e+001	-8.589837e-002
2.298995e+001	-9.564839e-002
2.300185e+001	-1.061489e-001
2.354506e+001	-9.262721e-002
2.349054e+001	-1.061305e-001
2.378470e+001	-1.038692e-001
2.391282e+001	-1.091148e-001
2.415717e+001	-1.091056e-001
2.360454e+001	-1.451299e-001
2.413115e+001	-1.323589e-001
2.422606e+001	-1.391059e-001
2.445380e+001	-1.398474e-001
2.464834e+001	-1.420903e-001
2.500891e+001	-1.368262e-001
2.478836e+001	-1.578364e-001
2.461762e+001	-1.765947e-001
