    nm         	nN
0.000000e+000	6.092893e-001
7.865300e-002	6.018070e-001
1.072819e-001	5.920630e-001
6.920123e-002	5.793028e-001
1.443893e-002	5.657884e-001
2.638980e-002	5.552903e-001
-4.504435e-002	5.410221e-001
-3.309961e-002	5.305237e-001
-1.378873e-001	5.147475e-001
-2.587340e-002	5.087736e-001
-9.731368e-002	4.945051e-001
-1.854246e-001	4.794829e-001
-1.734737e-001	4.689848e-001
-1.448504e-001	4.592405e-001
-2.329625e-001	4.442182e-001
-2.877193e-001	4.307041e-001
-3.091281e-001	4.186977e-001
-3.472081e-001	4.059375e-001
-3.852924e-001	3.931772e-001
-3.900195e-001	3.819250e-001
-4.948078e-001	3.661488e-001
-5.162160e-001	3.541424e-001
-5.209418e-001	3.428903e-001
-5.089916e-001	3.323922e-001
-5.637533e-001	3.188778e-001
-6.185107e-001	3.053636e-001
-6.565913e-001	2.926034e-001
-6.279680e-001	2.828591e-001
-7.160795e-001	2.678369e-001
-7.708418e-001	2.543225e-001
-7.255368e-001	2.453324e-001
-7.802942e-001	2.318182e-001
-8.350565e-001	2.183038e-001
-8.397830e-001	2.070517e-001
-9.112178e-001	1.927835e-001
-8.492403e-001	1.845472e-001
-9.206744e-001	1.702790e-001
-9.754318e-001	1.567648e-001
-9.634858e-001	1.462665e-001
-9.848885e-001	1.342604e-001
-1.056323e+000	1.199922e-001
-1.111085e+000	1.064778e-001
-1.199197e+000	9.145551e-002
-1.220606e+000	7.944913e-002
-1.191977e+000	6.970506e-002
-1.230058e+000	5.694490e-002
-1.301497e+000	4.267646e-002
-1.322901e+000	3.067032e-002
-1.360980e+000	1.791015e-002
-1.415742e+000	4.395740e-003
-1.553885e+000	-1.288855e-002
-1.508585e+000	-2.187883e-002
-1.563343e+000	-3.539301e-002
-1.568068e+000	-4.664514e-002
-1.606154e+000	-5.940552e-002
-1.577525e+000	-6.914960e-002
-1.648961e+000	-8.341781e-002
-1.687045e+000	-9.617820e-002
-1.725125e+000	-1.089384e-001
-1.763206e+000	-1.216985e-001
-1.801292e+000	-1.344589e-001
-1.789340e+000	-1.449570e-001
-1.827420e+000	-1.577172e-001
-1.882182e+000	-1.712316e-001
-1.970295e+000	-1.862538e-001
-2.041734e+000	-2.005223e-001
-2.129846e+000	-2.155445e-001
-2.117894e+000	-2.260426e-001
-2.105949e+000	-2.365409e-001
-2.177382e+000	-2.508091e-001
-2.215464e+000	-2.635693e-001
-2.236871e+000	-2.755757e-001
-2.324984e+000	-2.905979e-001
-2.379746e+000	-3.041123e-001
-2.317762e+000	-3.123483e-001
-2.372520e+000	-3.258625e-001
-2.443960e+000	-3.401310e-001
-2.448686e+000	-3.513831e-001
-2.503443e+000	-3.648973e-001
-2.558205e+000	-3.784117e-001
-2.562931e+000	-3.896638e-001
-2.617689e+000	-4.031780e-001
-2.689129e+000	-4.174465e-001
-2.677177e+000	-4.279445e-001
-2.698586e+000	-4.399509e-001
-2.753343e+000	-4.534651e-001
-2.774744e+000	-4.654712e-001
-2.879538e+000	-4.812477e-001
-2.850913e+000	-4.909918e-001
-2.922346e+000	-5.052600e-001
-2.910399e+000	-5.157583e-001
-2.915125e+000	-5.270104e-001
-2.853143e+000	-5.352465e-001
-2.924581e+000	-5.495149e-001
-2.945985e+000	-5.615211e-001
-3.000745e+000	-5.750352e-001
-3.055505e+000	-5.885497e-001
-3.210328e+000	-6.065880e-001
-3.131671e+000	-6.140702e-001
-3.269814e+000	-6.313545e-001
-3.341249e+000	-6.456227e-001
-3.429367e+000	-6.606452e-001
-3.367381e+000	-6.688812e-001
-3.455499e+000	-6.839037e-001
-3.343487e+000	-6.898776e-001
-3.448276e+000	-7.056539e-001
-3.503035e+000	-7.191683e-001
-3.507761e+000	-7.304204e-001
-3.495814e+000	-7.409185e-001
-3.450506e+000	-7.499086e-001
-3.538622e+000	-7.649310e-001
-3.560026e+000	-7.769372e-001
-3.531406e+000	-7.866815e-001
-3.619516e+000	-8.017037e-001
-3.640918e+000	-8.137098e-001
-3.679005e+000	-8.264703e-001
-3.717084e+000	-8.392304e-001
-3.721810e+000	-8.504825e-001
-3.776572e+000	-8.639969e-001
-3.831329e+000	-8.775111e-001
-3.936123e+000	-8.932876e-001
-3.957527e+000	-9.052938e-001
-3.978929e+000	-9.172998e-001
-3.933630e+000	-9.262902e-001
-4.005066e+000	-9.405584e-001
-4.026465e+000	-9.525645e-001
-4.014522e+000	-9.630629e-001
-4.052600e+000	-9.758230e-001
-4.090681e+000	-9.885832e-001
-4.095412e+000	-9.998355e-001
-4.133494e+000	-1.012596e+000
-4.121542e+000	-1.023094e+000
-4.159629e+000	-1.035854e+000
-4.197711e+000	-1.048614e+000
-4.185758e+000	-1.059112e+000
-4.223840e+000	-1.071873e+000
-4.295278e+000	-1.086141e+000
-4.366716e+000	-1.100409e+000
-4.404793e+000	-1.113170e+000
-4.542938e+000	-1.130454e+000
-4.497640e+000	-1.139444e+000
-4.502365e+000	-1.150696e+000
-4.407028e+000	-1.157424e+000
-4.578529e+000	-1.176217e+000
-4.533226e+000	-1.185207e+000
-4.571308e+000	-1.197967e+000
-4.692775e+000	-1.214498e+000
-4.730857e+000	-1.227258e+000
-4.735587e+000	-1.238510e+000
-4.706957e+000	-1.248254e+000
-4.711688e+000	-1.259506e+000
-4.799799e+000	-1.274529e+000
-4.787847e+000	-1.285027e+000
-4.842612e+000	-1.298541e+000
-4.780631e+000	-1.306777e+000
-4.835390e+000	-1.320292e+000
-4.790082e+000	-1.329282e+000
-4.794808e+000	-1.340534e+000
-4.649442e+000	-1.345000e+000
-4.804270e+000	-1.363038e+000
-4.925737e+000	-1.379569e+000
-4.863755e+000	-1.387805e+000
-4.985222e+000	-1.404335e+000
-4.939914e+000	-1.413325e+000
-4.794548e+000	-1.417791e+000
-4.715889e+000	-1.425273e+000
-4.720625e+000	-1.436525e+000
-3.958197e+000	-1.413092e+000
6.476990e+000	-9.523234e-001
2.041439e+001	-3.332090e-001
2.502924e+001	-1.355956e-001
2.652546e+001	-7.898528e-002
2.703772e+001	-6.686272e-002
2.708303e+001	-7.585278e-002
2.701159e+001	-9.012121e-002
2.720699e+001	-9.232506e-002
2.718559e+001	-1.043312e-001
2.744769e+001	-1.035190e-001
2.767645e+001	-1.042148e-001
2.748827e+001	-1.237614e-001
2.801721e+001	-1.108846e-001
