    nm         	nN
0.000000e+000	8.712399e-002
1.209619e-001	8.244526e-002
-2.081116e-002	6.778714e-002
-1.625967e-001	5.312856e-002
-1.511129e-001	4.429155e-002
-1.396167e-001	3.545502e-002
-1.500283e-001	2.578637e-002
-3.355932e-001	9.464922e-003
-3.241091e-001	6.279302e-004
-2.031590e-001	-4.051251e-003
-2.573493e-001	-1.538274e-002
-1.801910e-001	-2.172525e-002
-3.219643e-001	-3.638337e-002
-4.199464e-001	-4.937818e-002
-4.084621e-001	-5.821517e-002
-4.845602e-001	-7.037878e-002
-5.825427e-001	-8.337359e-002
-5.710584e-001	-9.221059e-002
-6.471573e-001	-1.043742e-001
-7.013485e-001	-1.157057e-001
-7.993426e-001	-1.287010e-001
-7.002756e-001	-1.342114e-001
-7.982576e-001	-1.472062e-001
-8.962517e-001	-1.602015e-001
-7.315110e-001	-1.632173e-001
-6.981315e-001	-1.712227e-001
-7.523220e-001	-1.825542e-001
-8.284209e-001	-1.947178e-001
-8.169373e-001	-2.035548e-001
-7.616611e-001	-2.107285e-001
-8.158531e-001	-2.220600e-001
-8.262640e-001	-2.317287e-001
-8.585709e-001	-2.422289e-001
-9.346706e-001	-2.543926e-001
-9.669651e-001	-2.648924e-001
-1.064961e+000	-2.778877e-001
-1.031579e+000	-2.858930e-001
-1.173353e+000	-3.005512e-001
-1.052391e+000	-3.052299e-001
-9.752317e-001	-3.115724e-001
-1.117006e+000	-3.262305e-001
-1.105522e+000	-3.350675e-001
-1.137829e+000	-3.455678e-001
-1.038763e+000	-3.510782e-001
-1.180536e+000	-3.657363e-001
-1.234738e+000	-3.770683e-001
-1.288930e+000	-3.883998e-001
-1.386924e+000	-4.013951e-001
-1.397336e+000	-4.110637e-001
-1.473421e+000	-4.232268e-001
-1.418146e+000	-4.304005e-001
-1.362871e+000	-4.375743e-001
-1.460867e+000	-4.505696e-001
-1.427486e+000	-4.585749e-001
-1.459794e+000	-4.690752e-001
-1.470206e+000	-4.787439e-001
-1.349243e+000	-4.834226e-001
-1.534808e+000	-4.997440e-001
-1.632790e+000	-5.127389e-001
-1.599410e+000	-5.207442e-001
-1.566043e+000	-5.287500e-001
-1.445080e+000	-5.334287e-001
-1.499283e+000	-5.447606e-001
-1.531579e+000	-5.552605e-001
-1.454419e+000	-5.616030e-001
-1.574298e+000	-5.754295e-001
-1.562814e+000	-5.842665e-001
-1.638902e+000	-5.964297e-001
-1.517951e+000	-6.011088e-001
-1.396988e+000	-6.057875e-001
-1.385504e+000	-6.146245e-001
-1.395915e+000	-6.242932e-001
-1.384433e+000	-6.331302e-001
-1.504311e+000	-6.469567e-001
-1.514721e+000	-6.566253e-001
-1.459446e+000	-6.637990e-001
-1.382276e+000	-6.701411e-001
-1.261325e+000	-6.748202e-001
-1.249842e+000	-6.836572e-001
-1.347824e+000	-6.966521e-001
-1.402026e+000	-7.079840e-001
-1.543799e+000	-7.226421e-001
-1.554211e+000	-7.323108e-001
-1.433248e+000	-7.369895e-001
-1.531244e+000	-7.499848e-001
-1.607330e+000	-7.621480e-001
-1.508276e+000	-7.676588e-001
-1.584363e+000	-7.798220e-001
-1.485295e+000	-7.853323e-001
-1.583289e+000	-7.983276e-001
-1.746958e+000	-8.138173e-001
-1.669788e+000	-8.201594e-001
-1.351789e+000	-8.173541e-001
-1.493563e+000	-8.320123e-001
-1.525871e+000	-8.425126e-001
-1.558168e+000	-8.530125e-001
-1.502891e+000	-8.601861e-001
-1.403836e+000	-8.656970e-001
-8.011967e-001	-8.520802e-001
-1.074341e+000	-8.717282e-001
-1.019066e+000	-8.789019e-001
-7.886413e-001	-8.794229e-001
-5.801065e-001	-8.807755e-001
-8.313578e-001	-8.995918e-001
-9.074442e-001	-9.117550e-001
-6.551203e-001	-9.114443e-001
-5.560566e-001	-9.169547e-001
-6.759437e-001	-9.307816e-001
-6.863540e-001	-9.404502e-001
-5.872873e-001	-9.459605e-001
-4.006513e-001	-9.481448e-001
-4.110499e-001	-9.578129e-001
-3.995671e-001	-9.666500e-001
-5.194571e-001	-9.804769e-001
-3.984945e-001	-9.851556e-001
-1.899626e-001	-9.865082e-001
-5.068901e-001	-1.007819e+000
-2.983552e-001	-1.009172e+000
4.153499e-002	-1.005535e+000
-5.644451e-002	-1.018530e+000
9.183967e-001	-9.907757e-001
4.651932e+000	-8.582391e-001
1.434076e+001	-4.995046e-001
2.184014e+001	-2.239309e-001
2.417244e+001	-1.446171e-001
2.475318e+001	-1.318324e-001
2.487414e+001	-1.365111e-001
2.573950e+001	-1.129154e-001
2.601372e+001	-1.117730e-001
2.617847e+001	-1.147885e-001
2.614617e+001	-1.252888e-001
2.631091e+001	-1.283047e-001
2.586261e+001	-1.546055e-001
2.602736e+001	-1.576209e-001
2.647673e+001	-1.498257e-001
2.657580e+001	-1.553361e-001
2.608371e+001	-1.833002e-001
2.640172e+001	-1.804945e-001
2.680730e+001	-1.743627e-001
2.754130e+001	-1.557564e-001
2.783742e+001	-1.537824e-001
2.802406e+001	-1.559666e-001
2.786039e+001	-1.714564e-001
