    nm         	nN
1.078933e+002	3.340143e-002
1.080693e+002	3.032085e-002
1.085573e+002	4.134941e-002
1.086512e+002	3.455575e-002
1.086794e+002	2.479203e-002
1.088061e+002	1.948373e-002
1.097048e+002	4.907663e-002
1.101272e+002	5.713467e-002
1.098926e+002	3.548953e-002
1.097565e+002	1.830007e-002
1.099161e+002	1.447692e-002
1.102728e+002	1.956468e-002
1.108758e+002	3.579102e-002
1.113146e+002	4.459186e-002
1.112935e+002	3.260017e-002
1.114531e+002	2.877703e-002
1.117277e+002	3.015191e-002
1.115423e+002	1.073472e-002
1.123425e+002	3.587196e-002
1.123214e+002	2.388051e-002
1.132693e+002	5.570113e-002
1.135274e+002	5.633342e-002
1.133750e+002	3.840138e-002
1.134853e+002	3.235030e-002
1.134478e+002	1.961628e-002
1.142479e+002	4.475373e-002
1.144239e+002	4.167316e-002
1.146328e+002	4.007774e-002
1.146445e+002	2.957122e-002
1.149848e+002	3.391639e-002
1.153086e+002	3.751920e-002
1.153039e+002	2.627009e-002
1.158249e+002	3.878380e-002
1.163786e+002	5.278242e-002
1.160126e+002	2.519672e-002
1.154660e+002	-1.055730e-002
1.163647e+002	1.903558e-002
1.165571e+002	1.669758e-002
1.173901e+002	4.332019e-002
1.181080e+002	6.474454e-002
1.178735e+002	4.309964e-002
1.178688e+002	3.185055e-002
1.180777e+002	3.025512e-002
1.180894e+002	1.974881e-002
1.188403e+002	4.265854e-002
1.190491e+002	4.106313e-002
1.193565e+002	4.392314e-002
1.192862e+002	2.970375e-002
1.193801e+002	2.291032e-002
1.199831e+002	3.913689e-002
1.201920e+002	3.754147e-002
1.201709e+002	2.554980e-002
1.201991e+002	1.578608e-002
1.203258e+002	1.047778e-002
1.208303e+002	2.224869e-002
1.212527e+002	3.030673e-002
1.214779e+002	2.945388e-002
1.217361e+002	3.008618e-002
1.225690e+002	5.670877e-002
1.228107e+002	5.659851e-002
1.225269e+002	3.272588e-002
1.226700e+002	2.815994e-002
1.230431e+002	3.399047e-002
1.230056e+002	2.125623e-002
1.235265e+002	3.376993e-002
1.236533e+002	2.846142e-002
1.232380e+002	-1.351779e-003
1.237261e+002	9.676536e-003
1.241320e+002	1.699200e-002
1.243573e+002	1.613915e-002
1.251246e+002	3.979147e-002
1.253170e+002	3.745347e-002
1.255423e+002	3.660062e-002
1.255869e+002	2.757925e-002
1.257957e+002	2.598383e-002
1.262181e+002	3.404208e-002
1.259507e+002	1.091180e-002
1.263402e+002	1.748470e-002
1.269268e+002	3.296868e-002
1.272342e+002	3.582872e-002
1.274595e+002	3.497586e-002
1.274220e+002	2.224162e-002
1.275487e+002	1.693333e-002
1.279054e+002	2.202107e-002
1.286070e+002	4.270308e-002
1.285038e+002	2.699854e-002
1.289097e+002	3.431424e-002
1.288229e+002	1.935226e-002
1.294424e+002	3.632141e-002
1.293720e+002	2.210201e-002
1.293510e+002	1.011057e-002
1.291821e+002	-8.564259e-003
1.299000e+002	1.286031e-002
1.302732e+002	1.869064e-002
1.303999e+002	1.338234e-002
1.307401e+002	1.772751e-002
1.311625e+002	2.578555e-002
1.314699e+002	2.864579e-002
1.314160e+002	1.516898e-002
1.320683e+002	3.362327e-002
1.322607e+002	3.128527e-002
1.318947e+002	3.699564e-003
1.322185e+002	7.302152e-003
1.323617e+002	2.736440e-003
1.324720e+002	-3.314410e-003
1.325495e+002	-1.085064e-002
1.332839e+002	1.131650e-002
1.336406e+002	1.640424e-002
1.336523e+002	5.897943e-003
1.341240e+002	1.618369e-002
1.348256e+002	3.686571e-002
1.351494e+002	4.046830e-002
1.349641e+002	2.105090e-002
1.345160e+002	-1.024766e-002
1.352175e+002	1.043432e-002
1.350486e+002	-8.240279e-003
1.355696e+002	4.273185e-003
1.361890e+002	2.124210e-002
1.360201e+002	2.567498e-003
1.362947e+002	3.942362e-003
1.364378e+002	-6.233389e-004
1.370573e+002	1.634557e-002
1.379723e+002	4.668104e-002
1.379184e+002	3.320443e-002
1.381273e+002	3.160903e-002
1.380405e+002	1.664705e-002
1.385943e+002	3.064591e-002
1.390166e+002	3.870394e-002
1.390941e+002	3.116794e-002
1.392865e+002	2.882993e-002
1.396925e+002	3.614540e-002
1.395728e+002	1.969829e-002
1.398638e+002	2.181574e-002
1.403847e+002	3.432944e-002
1.405443e+002	3.050630e-002
1.398006e+002	-1.415882e-002
1.403543e+002	-1.599808e-004
1.409081e+002	1.383864e-002
1.415604e+002	3.229293e-002
1.418185e+002	3.292523e-002
1.417153e+002	1.722070e-002
1.418092e+002	1.042726e-002
1.418374e+002	6.635344e-004
1.423912e+002	1.466215e-002
1.426000e+002	1.306672e-002
1.427268e+002	7.758448e-003
1.432641e+002	2.101450e-002
1.432102e+002	7.537900e-003
1.431234e+002	-7.423838e-003
1.437593e+002	1.028766e-002
1.443295e+002	2.502907e-002
1.443741e+002	1.600769e-002
1.446815e+002	1.886771e-002
1.447918e+002	1.281684e-002
1.449349e+002	8.251141e-003
1.452588e+002	1.185373e-002
1.457140e+002	2.139693e-002
1.458736e+002	1.757378e-002
1.463452e+002	2.785976e-002
1.464555e+002	2.180889e-002
1.463030e+002	3.876643e-003
1.465776e+002	5.251519e-003
1.468029e+002	4.398670e-003
1.478165e+002	3.918958e-002
1.480089e+002	3.685158e-002
1.478072e+002	1.669161e-002
1.481474e+002	2.103699e-002
1.487505e+002	3.726334e-002
1.488936e+002	3.269762e-002
1.493160e+002	4.075565e-002
1.486708e+002	5.461870e-004
1.489454e+002	1.921062e-003
1.491049e+002	-1.902063e-003
1.492645e+002	-5.725201e-003
1.498347e+002	9.015988e-003
1.495016e+002	-1.708457e-002
1.503017e+002	8.052865e-003
1.504777e+002	4.972302e-003
1.507358e+002	5.604591e-003
1.513060e+002	2.034601e-002
1.522539e+002	5.216641e-002
1.521343e+002	3.571952e-002
1.521789e+002	2.669836e-002
1.526341e+002	3.624155e-002
1.524652e+002	1.756672e-002
1.526248e+002	1.374357e-002
1.529979e+002	1.957411e-002
1.530097e+002	9.067583e-003
1.533335e+002	1.267018e-002
1.539201e+002	2.815418e-002
1.543261e+002	3.546964e-002
1.545514e+002	3.461679e-002
1.549901e+002	4.341740e-002
1.548541e+002	2.622794e-002
1.551451e+002	2.834539e-002
1.552882e+002	2.377967e-002
1.553000e+002	1.327315e-002
1.556238e+002	1.687575e-002
1.557834e+002	1.305260e-002
1.557459e+002	3.185881e-004
1.562175e+002	1.060434e-002
1.570669e+002	3.796951e-002
1.575714e+002	4.974042e-002
1.571069e+002	1.769948e-002
1.570037e+002	1.994941e-003
1.571797e+002	-1.085621e-003
1.572407e+002	-9.364196e-003
1.579095e+002	9.832419e-003
1.579869e+002	2.296419e-003
1.580316e+002	-6.724720e-003
1.587660e+002	1.544219e-002
1.589748e+002	1.384678e-002
1.591016e+002	8.538484e-003
1.593433e+002	8.428221e-003
