    nm         	nN
0.000000e+000	5.004818e-001
-3.789033e-002	4.877302e-001
7.183244e-003	4.787297e-001
2.481915e-003	4.674787e-001
-3.540964e-002	4.547271e-001
-2.352015e-002	4.442262e-001
-2.822210e-002	4.329752e-001
-3.292895e-002	4.217239e-001
-1.205923e-001	4.067220e-001
-1.418863e-001	3.947208e-001
-1.797773e-001	3.819692e-001
-1.347031e-001	3.729687e-001
-1.559977e-001	3.609674e-001
-2.270727e-001	3.467155e-001
-1.819985e-001	3.377150e-001
-2.530693e-001	3.234632e-001
-2.909608e-001	3.107116e-001
-2.458866e-001	3.017111e-001
-3.335488e-001	2.867092e-001
-4.046250e-001	2.724571e-001
-3.927349e-001	2.619563e-001
-3.974369e-001	2.507053e-001
-4.021437e-001	2.394540e-001
-4.400304e-001	2.267026e-001
-4.945134e-001	2.132008e-001
-4.992159e-001	2.019498e-001
-5.205099e-001	1.899486e-001
-5.915856e-001	1.756966e-001
-5.465114e-001	1.666961e-001
-5.512133e-001	1.554450e-001
-4.895465e-001	1.471947e-001
-5.440300e-001	1.336929e-001
-5.155479e-001	1.239423e-001
-6.198083e-001	1.081899e-001
-7.074710e-001	9.318796e-002
-6.126201e-001	8.643802e-002
-7.334719e-001	6.993549e-002
-7.381744e-001	5.868445e-002
-6.930996e-001	4.968397e-002
-7.475832e-001	3.618216e-002
-6.693244e-001	2.868205e-002
-7.238030e-001	1.518047e-002
-7.948787e-001	9.284675e-004
-7.663959e-001	-8.822187e-003
-7.710985e-001	-2.007321e-002
-8.089900e-001	-3.282484e-002
-8.136913e-001	-4.407588e-002
-8.018019e-001	-5.457672e-002
-8.562855e-001	-6.807853e-002
-9.605403e-001	-8.383066e-002
-9.818398e-001	-9.583211e-002
-9.533571e-001	-1.055828e-001
-1.090796e+000	-1.228353e-001
-1.012538e+000	-1.303354e-001
-1.000648e+000	-1.408362e-001
-1.021952e+000	-1.528379e-001
-1.026653e+000	-1.640889e-001
-1.031356e+000	-1.753400e-001
-1.102427e+000	-1.895917e-001
-1.173497e+000	-2.038435e-001
-1.161608e+000	-2.143444e-001
-1.216096e+000	-2.278464e-001
-1.220798e+000	-2.390974e-001
-1.225500e+000	-2.503484e-001
-1.313163e+000	-2.653504e-001
-1.284681e+000	-2.751011e-001
-1.355761e+000	-2.893533e-001
-1.526385e+000	-3.081062e-001
-1.448126e+000	-3.156063e-001
-1.502606e+000	-3.291079e-001
-1.407754e+000	-3.358578e-001
-1.462233e+000	-3.493594e-001
-1.583091e+000	-3.658621e-001
-1.604384e+000	-3.778634e-001
-1.625678e+000	-3.898646e-001
-1.680157e+000	-4.033661e-001
-1.718043e+000	-4.161175e-001
-1.739348e+000	-4.281192e-001
-1.710865e+000	-4.378699e-001
-1.881490e+000	-4.566228e-001
-1.770047e+000	-4.626225e-001
-1.857708e+000	-4.776244e-001
-1.895594e+000	-4.903759e-001
-1.833937e+000	-4.986266e-001
-1.689312e+000	-5.031260e-001
-1.760382e+000	-5.173778e-001
-1.997374e+000	-5.391314e-001
-1.935707e+000	-5.473816e-001
-1.807672e+000	-5.526312e-001
-1.978306e+000	-5.713846e-001
-1.817087e+000	-5.751337e-001
-1.589500e+000	-5.758822e-001
-5.111898e-002	-5.173657e-001
2.499396e+000	-4.130875e-001
3.672737e+000	-3.710755e-001
4.680168e+000	-3.365649e-001
5.505076e+000	-3.103067e-001
5.351044e+000	-3.283094e-001
5.296565e+000	-3.418110e-001
5.855997e+000	-3.275558e-001
6.597942e+000	-3.050486e-001
6.692793e+000	-3.117985e-001
6.671500e+000	-3.237997e-001
6.865903e+000	-3.260485e-001
7.176453e+000	-3.230461e-001
7.138568e+000	-3.357975e-001
7.133865e+000	-3.470485e-001
7.178939e+000	-3.560490e-001
7.423120e+000	-3.560473e-001
7.501369e+000	-3.635478e-001
7.330745e+000	-3.823007e-001
7.574925e+000	-3.822990e-001
7.603408e+000	-3.920496e-001
7.698258e+000	-3.987996e-001
7.544226e+000	-4.168023e-001
7.788408e+000	-4.168005e-001
8.580129e+000	-3.920428e-001
8.807718e+000	-3.927912e-001
8.852791e+000	-4.017917e-001
8.914459e+000	-4.100420e-001
9.556853e+000	-3.920358e-001
9.552150e+000	-4.032869e-001
9.564041e+000	-4.137878e-001
9.559338e+000	-4.250388e-001
9.471666e+000	-4.400412e-001
9.433781e+000	-4.527926e-001
9.512036e+000	-4.602927e-001
9.640072e+000	-4.655423e-001
9.635371e+000	-4.767933e-001
9.763405e+000	-4.820429e-001
9.675744e+000	-4.970448e-001
1.003607e+001	-4.917918e-001
1.023047e+001	-4.940406e-001
1.032531e+001	-5.007910e-001
1.040357e+001	-5.082911e-001
1.043206e+001	-5.180418e-001
1.064305e+001	-5.195404e-001
1.072131e+001	-5.270406e-001
1.073320e+001	-5.375414e-001
1.115990e+001	-5.292877e-001
1.213414e+001	-4.962774e-001
1.217921e+001	-5.052783e-001
1.234043e+001	-5.090275e-001
1.230254e+001	-5.217789e-001
1.311086e+001	-4.962705e-001
1.564477e+001	-3.927430e-001
1.688450e+001	-3.477298e-001
1.754348e+001	-3.289735e-001
1.778766e+001	-3.289718e-001
1.843005e+001	-3.109656e-001
1.872401e+001	-3.087133e-001
1.886864e+001	-3.132127e-001
1.866483e+001	-3.334660e-001
1.890901e+001	-3.334643e-001
1.865543e+001	-3.559680e-001
1.886642e+001	-3.574667e-001
1.891149e+001	-3.664676e-001
1.887360e+001	-3.792190e-001
1.903482e+001	-3.829682e-001
1.896375e+001	-3.972200e-001
1.897564e+001	-4.077208e-001
1.903731e+001	-4.159711e-001
1.916534e+001	-4.212207e-001
1.926018e+001	-4.279711e-001
1.938822e+001	-4.332206e-001
1.943329e+001	-4.422211e-001
1.946178e+001	-4.519718e-001
1.952344e+001	-4.602221e-001
1.951874e+001	-4.714731e-001
1.941449e+001	-4.872253e-001
1.939318e+001	-4.992269e-001
1.943826e+001	-5.082274e-001
1.946674e+001	-5.179780e-001
1.954500e+001	-5.254782e-001
1.960666e+001	-5.337285e-001
1.966833e+001	-5.419787e-001
1.963044e+001	-5.547302e-001
1.959255e+001	-5.674820e-001
1.958784e+001	-5.787331e-001
