    nm         	nN
0.000000e+000	2.732840e-001
4.507480e-002	2.642835e-001
5.696428e-002	2.537826e-001
-1.410583e-002	2.395309e-001
-6.859403e-002	2.260289e-001
-2.351985e-002	2.170284e-001
-6.140588e-002	2.042770e-001
-4.951609e-002	1.937761e-001
-1.371785e-001	1.787742e-001
-1.916668e-001	1.652722e-001
-1.963687e-001	1.540212e-001
-2.674391e-001	1.397694e-001
-2.555490e-001	1.292686e-001
-3.432115e-001	1.142666e-001
-4.142822e-001	1.000149e-001
-4.355860e-001	8.801321e-002
-3.905118e-001	7.901272e-002
-4.781740e-001	6.401079e-002
-4.496922e-001	5.426011e-002
-4.543944e-001	4.300907e-002
-6.416193e-001	2.350562e-002
-5.965451e-001	1.450513e-002
-6.344311e-001	1.753734e-003
-6.059483e-001	-7.996921e-003
-6.438350e-001	-2.074832e-002
-6.319449e-001	-3.124917e-002
-6.864328e-001	-4.475119e-002
-6.745433e-001	-5.525204e-002
-6.792447e-001	-6.650307e-002
-7.503154e-001	-8.075483e-002
-8.047941e-001	-9.425640e-002
-8.924562e-001	-1.092583e-001
-9.469447e-001	-1.227604e-001
-9.350546e-001	-1.332612e-001
-9.231645e-001	-1.437621e-001
-9.610506e-001	-1.565134e-001
-9.989372e-001	-1.692648e-001
-1.036833e+000	-1.820167e-001
-1.091311e+000	-1.955182e-001
-1.112606e+000	-2.075195e-001
-1.200269e+000	-2.225214e-001
-1.204970e+000	-2.337724e-001
-1.226264e+000	-2.457737e-001
-1.264161e+000	-2.585255e-001
-1.335230e+000	-2.727772e-001
-1.389709e+000	-2.862788e-001
-1.377820e+000	-2.967797e-001
-1.448889e+000	-3.110314e-001
-1.420416e+000	-3.207825e-001
-1.541264e+000	-3.372848e-001
-1.529374e+000	-3.477857e-001
-1.534075e+000	-3.590367e-001
-1.571963e+000	-3.717881e-001
-1.576664e+000	-3.830391e-001
-1.664337e+000	-3.980415e-001
-1.669039e+000	-4.092925e-001
-1.673741e+000	-4.205436e-001
-1.695034e+000	-4.325448e-001
-1.716329e+000	-4.445460e-001
-1.804001e+000	-4.595484e-001
-1.792110e+000	-4.700492e-001
-1.863182e+000	-4.843010e-001
-1.867884e+000	-4.955520e-001
-1.889177e+000	-5.075532e-001
-1.910470e+000	-5.195544e-001
-1.898592e+000	-5.300557e-001
-1.919885e+000	-5.420570e-001
-2.007547e+000	-5.570588e-001
-2.062027e+000	-5.705605e-001
-2.033544e+000	-5.803111e-001
-2.121208e+000	-5.953131e-001
-2.142511e+000	-6.073147e-001
-2.230173e+000	-6.223166e-001
-2.301245e+000	-6.365684e-001
-2.355722e+000	-6.500700e-001
-2.410200e+000	-6.635715e-001
-2.398321e+000	-6.740729e-001
-2.502575e+000	-6.898250e-001
-2.474092e+000	-6.995756e-001
-2.561756e+000	-7.145776e-001
-2.583050e+000	-7.265788e-001
-2.654129e+000	-7.408310e-001
-2.675425e+000	-7.528322e-001
-2.696718e+000	-7.648334e-001
-2.635051e+000	-7.730837e-001
-2.739307e+000	-7.888358e-001
-2.744009e+000	-8.000868e-001
-2.798496e+000	-8.135889e-001
-2.819792e+000	-8.255901e-001
-2.924045e+000	-8.413422e-001
-2.961931e+000	-8.540935e-001
-2.966634e+000	-8.653446e-001
-3.037714e+000	-8.795968e-001
-3.059007e+000	-8.915980e-001
-3.113487e+000	-9.050996e-001
-3.068412e+000	-9.141001e-001
-3.222442e+000	-9.321027e-001
-3.260337e+000	-9.448545e-001
-3.314817e+000	-9.583562e-001
-3.253150e+000	-9.666065e-001
-3.340814e+000	-9.816085e-001
-3.312332e+000	-9.913591e-001
-3.300441e+000	-1.001860e+000
-3.388115e+000	-1.016862e+000
-3.426000e+000	-1.029614e+000
-3.430701e+000	-1.040865e+000
-3.468587e+000	-1.053616e+000
-3.456696e+000	-1.064117e+000
-3.527768e+000	-1.078369e+000
-3.532479e+000	-1.089620e+000
-3.620143e+000	-1.104622e+000
-3.674621e+000	-1.118124e+000
-3.729098e+000	-1.131625e+000
-3.717207e+000	-1.142126e+000
-3.705329e+000	-1.152627e+000
-3.710030e+000	-1.163878e+000
-3.681548e+000	-1.173629e+000
-3.736025e+000	-1.187131e+000
-3.773913e+000	-1.199882e+000
-3.828390e+000	-1.213384e+000
-3.766736e+000	-1.221634e+000
-3.771437e+000	-1.232885e+000
-3.809325e+000	-1.245637e+000
-3.747656e+000	-1.253887e+000
-3.669399e+000	-1.261387e+000
-3.740469e+000	-1.275639e+000
-3.828143e+000	-1.290641e+000
-3.733289e+000	-1.297391e+000
-3.837545e+000	-1.313143e+000
-3.991575e+000	-1.331146e+000
-4.012871e+000	-1.343147e+000
-3.951204e+000	-1.351398e+000
-3.906139e+000	-1.360399e+000
-3.877659e+000	-1.370149e+000
-3.898950e+000	-1.382150e+000
-4.003206e+000	-1.397903e+000
-3.941539e+000	-1.406153e+000
-3.946242e+000	-1.417404e+000
-3.984138e+000	-1.430156e+000
-4.038618e+000	-1.443657e+000
-4.010135e+000	-1.453408e+000
-3.848913e+000	-1.457157e+000
-3.754065e+000	-1.463907e+000
-3.692398e+000	-1.472158e+000
-3.531179e+000	-1.475907e+000
-2.440803e+000	-1.437646e+000
8.704450e+000	-9.447729e-001
1.958423e+001	-4.639027e-001
2.264909e+001	-3.363695e-001
2.511663e+001	-2.358428e-001
2.569265e+001	-2.208376e-001
2.598660e+001	-2.185854e-001
2.629715e+001	-2.155830e-001
2.675703e+001	-2.058290e-001
2.696802e+001	-2.073276e-001
2.688036e+001	-2.223296e-001
2.694203e+001	-2.305799e-001
2.736872e+001	-2.223262e-001
2.749675e+001	-2.275758e-001
2.750864e+001	-2.380767e-001
2.752053e+001	-2.485775e-001
2.756560e+001	-2.575785e-001
2.756090e+001	-2.688295e-001
2.768893e+001	-2.740791e-001
2.791652e+001	-2.748276e-001
2.816070e+001	-2.748260e-001
2.827214e+001	-2.808257e-001
2.803515e+001	-3.025793e-001
2.834570e+001	-2.995769e-001
2.827463e+001	-3.138286e-001
2.838606e+001	-3.198289e-001
2.884595e+001	-3.100744e-001
2.865872e+001	-3.295779e-001
2.925134e+001	-3.138220e-001
2.957848e+001	-3.100694e-001
3.040338e+001	-2.838114e-001
3.064757e+001	-2.838098e-001
3.092493e+001	-2.823077e-001
3.108615e+001	-2.860570e-001
3.106485e+001	-2.980582e-001
3.109334e+001	-3.078089e-001
3.166936e+001	-2.928036e-001
3.309158e+001	-2.395387e-001
3.517750e+001	-1.562666e-001
3.567056e+001	-1.450122e-001
