    nm         	nN
0.000000e+000	4.055304e-001
1.149085e-002	3.966937e-001
-6.458538e-002	3.845309e-001
-2.062954e-001	3.698752e-001
-2.385761e-001	3.593759e-001
-1.395664e-001	3.538633e-001
-2.375042e-001	3.408702e-001
-4.667565e-001	3.228894e-001
-4.333799e-001	3.148839e-001
-4.437997e-001	3.052150e-001
-3.666509e-001	2.988721e-001
-3.770706e-001	2.892031e-001
-5.406650e-001	2.737162e-001
-5.291748e-001	2.648794e-001
-5.395939e-001	2.552105e-001
-4.843315e-001	2.480363e-001
-6.041785e-001	2.342110e-001
-5.926887e-001	2.253742e-001
-6.030833e-001	2.157062e-001
-5.916165e-001	2.068686e-001
-6.020114e-001	1.972006e-001
-7.437211e-001	1.825449e-001
-6.884825e-001	1.753698e-001
-7.864204e-001	1.623766e-001
-7.968401e-001	1.527077e-001
-8.072343e-001	1.430397e-001
-7.957676e-001	1.342020e-001
-8.280482e-001	1.237027e-001
-8.822146e-001	1.123722e-001
-8.707478e-001	1.035345e-001
-9.686864e-001	9.054137e-002
-1.022852e+000	7.921081e-002
-9.676139e-001	7.203570e-002
-9.123515e-001	6.486153e-002
-8.789998e-001	5.685514e-002
-9.769369e-001	4.386201e-002
-1.096760e+000	3.003760e-002
-1.063409e+000	2.203122e-002
-1.030032e+000	1.402576e-002
-1.193627e+000	-1.461197e-003
-1.269703e+000	-1.362397e-002
-1.258213e+000	-2.246072e-002
-1.202974e+000	-2.963581e-002
-1.366569e+000	-4.512278e-002
-1.355078e+000	-5.395952e-002
-1.343611e+000	-6.279717e-002
-1.310234e+000	-7.080261e-002
-1.430060e+000	-8.462706e-002
-1.593654e+000	-1.001140e-001
-1.669730e+000	-1.122768e-001
-1.592581e+000	-1.186197e-001
-1.493573e+000	-1.241322e-001
-1.503967e+000	-1.338003e-001
-1.536272e+000	-1.443005e-001
-1.656095e+000	-1.581249e-001
-1.688376e+000	-1.686242e-001
-1.633138e+000	-1.757993e-001
-1.643534e+000	-1.854673e-001
-1.741496e+000	-1.984613e-001
-1.751890e+000	-2.081293e-001
-1.674766e+000	-2.144731e-001
-1.728931e+000	-2.258037e-001
-1.804984e+000	-2.379656e-001
-1.946693e+000	-2.526213e-001
-1.957113e+000	-2.622902e-001
-1.967507e+000	-2.719582e-001
-1.999787e+000	-2.824575e-001
-2.053978e+000	-2.937890e-001
-1.911200e+000	-2.976391e-001
-2.009135e+000	-3.106321e-001
-1.931988e+000	-3.169751e-001
-1.964293e+000	-3.274752e-001
-2.193546e+000	-3.454561e-001
-2.247713e+000	-3.567867e-001
-2.192473e+000	-3.639618e-001
-2.071554e+000	-3.686421e-001
-2.191377e+000	-3.824665e-001
-2.289339e+000	-3.954606e-001
-2.321621e+000	-4.059599e-001
-2.288268e+000	-4.139663e-001
-2.276777e+000	-4.228030e-001
-2.330945e+000	-4.341336e-001
-2.297593e+000	-4.421400e-001
-2.242330e+000	-4.493142e-001
-2.230864e+000	-4.581518e-001
-2.285028e+000	-4.694823e-001
-2.339194e+000	-4.808129e-001
-2.371499e+000	-4.913131e-001
-2.316236e+000	-4.984873e-001
-2.304771e+000	-5.073250e-001
-2.424593e+000	-5.211493e-001
-2.434989e+000	-5.308174e-001
-2.379749e+000	-5.379924e-001
-2.499575e+000	-5.518170e-001
-2.531878e+000	-5.623171e-001
-2.586046e+000	-5.736477e-001
-2.508922e+000	-5.799915e-001
-2.563092e+000	-5.913222e-001
-2.617256e+000	-6.026527e-001
-2.605788e+000	-6.114903e-001
-2.703726e+000	-6.244835e-001
-2.757890e+000	-6.358140e-001
-2.768309e+000	-6.454829e-001
-2.800592e+000	-6.559822e-001
-2.898531e+000	-6.689754e-001
-2.865175e+000	-6.769817e-001
-2.853690e+000	-6.858186e-001
-2.951622e+000	-6.988116e-001
-3.049584e+000	-7.118057e-001
-3.059980e+000	-7.214737e-001
-3.004743e+000	-7.286488e-001
-3.190225e+000	-7.449671e-001
-3.134965e+000	-7.521413e-001
-3.276672e+000	-7.667970e-001
-3.287091e+000	-7.764659e-001
-3.275602e+000	-7.853027e-001
-3.286018e+000	-7.949715e-001
-3.296414e+000	-8.046396e-001
-3.350581e+000	-8.159702e-001
-3.360997e+000	-8.256391e-001
-3.305737e+000	-8.328132e-001
-3.359930e+000	-8.441449e-001
-3.348436e+000	-8.529815e-001
-3.380719e+000	-8.634808e-001
-3.413022e+000	-8.739810e-001
-3.401530e+000	-8.828177e-001
-3.477608e+000	-8.949805e-001
-3.509891e+000	-9.054799e-001
-3.432764e+000	-9.118236e-001
-3.377504e+000	-9.189978e-001
-3.344148e+000	-9.270042e-001
-3.245117e+000	-9.325158e-001
-3.233648e+000	-9.413534e-001
-3.353474e+000	-9.551779e-001
-3.363867e+000	-9.648459e-001
-3.439945e+000	-9.770087e-001
-3.428453e+000	-9.858454e-001
-3.285670e+000	-9.896953e-001
-3.383612e+000	-1.002689e+000
-3.284598e+000	-1.008201e+000
-2.747875e+000	-9.970880e-001
1.487321e+000	-8.454970e-001
1.233165e+001	-4.428731e-001
2.127205e+001	-1.125661e-001
2.349388e+001	-3.744818e-002
2.420566e+001	-1.968580e-002
2.531137e+001	1.303870e-002
2.576053e+001	2.082570e-002
2.623159e+001	2.944492e-002
2.698715e+001	4.886986e-002
2.712993e+001	4.501988e-002
2.709765e+001	3.452059e-002
2.715289e+001	2.734549e-002
2.803976e+001	5.175812e-002
2.781051e+001	3.377730e-002
2.808460e+001	3.491500e-002
2.820550e+001	3.023375e-002
2.854525e+001	3.386528e-002
2.884124e+001	3.583426e-002
2.863387e+001	1.868473e-002
2.947695e+001	4.143388e-002
3.042948e+001	6.834033e-002
2.963122e+001	2.874715e-002
2.924877e+001	4.947392e-003
3.004810e+001	2.603487e-002
3.065045e+001	3.964085e-002
3.053063e+001	2.581644e-002
3.082661e+001	2.778542e-002
3.186666e+001	5.801608e-002
3.161554e+001	3.920489e-002
3.197716e+001	4.366680e-002
3.166039e+001	2.236179e-002
3.256912e+001	4.760477e-002
3.271190e+001	4.375479e-002
3.252642e+001	2.743655e-002
3.277863e+001	2.774297e-002
3.276824e+001	1.807496e-002
3.361134e+001	4.082500e-002
3.329454e+001	1.951906e-002
3.326226e+001	9.019786e-003
3.325184e+001	-6.491465e-004
3.326333e+001	-9.485892e-003
3.384380e+001	3.288803e-003
3.488385e+001	3.351946e-002
3.520172e+001	3.631971e-002
3.534450e+001	3.246974e-002
3.515902e+001	1.615150e-002
3.495165e+001	-9.980362e-004
3.535706e+001	5.127325e-003
3.552173e+001	2.108636e-003
3.577394e+001	2.415057e-003
3.609181e+001	5.215309e-003
3.621270e+001	5.340532e-004
3.585216e+001	-2.243350e-002
3.608249e+001	-2.295838e-002
3.642221e+001	-1.932773e-002
3.678385e+001	-1.486491e-002
3.699229e+001	-1.622107e-002
3.715698e+001	-1.923884e-002
3.703714e+001	-3.306417e-002
3.759575e+001	-2.111983e-002
3.760721e+001	-2.995749e-002
3.836277e+001	-1.053255e-002
3.837426e+001	-1.936928e-002
3.836384e+001	-2.903824e-002
3.870359e+001	-2.540670e-002
3.864943e+001	-3.673725e-002
3.870467e+001	-4.391236e-002
3.808150e+001	-7.685529e-002
3.853068e+001	-6.906735e-002
3.847649e+001	-8.039885e-002
3.927581e+001	-5.931134e-002
3.926542e+001	-6.897936e-002
3.914560e+001	-8.280376e-002
3.946344e+001	-8.000443e-002
4.008771e+001	-6.556626e-002
4.062441e+001	-5.445411e-002
4.046081e+001	-6.994109e-002
4.073491e+001	-6.880339e-002
4.085580e+001	-7.348466e-002
4.077975e+001	-8.564651e-002
4.083499e+001	-9.282160e-002
4.071516e+001	-1.066460e-001
4.096738e+001	-1.063396e-001
4.143844e+001	-9.772035e-002
4.201891e+001	-8.494569e-002
4.185532e+001	-1.004326e-001
4.182301e+001	-1.109328e-001
4.216277e+001	-1.073013e-001
4.202106e+001	-1.219570e-001
4.205443e+001	-1.299625e-001
4.210967e+001	-1.371376e-001
4.196796e+001	-1.517933e-001
4.193568e+001	-1.622926e-001
4.236295e+001	-1.553368e-001
4.224313e+001	-1.691613e-001
4.227648e+001	-1.771676e-001
4.250681e+001	-1.776924e-001
