    nm         	nN
0.000000e+000	5.998914e-001
-1.370878e-001	5.826548e-001
-1.417768e-001	5.714043e-001
-1.299180e-001	5.609020e-001
-1.180580e-001	5.503998e-001
-7.310966e-002	5.413937e-001
-1.274484e-001	5.278984e-001
-1.817859e-001	5.144032e-001
-1.368277e-001	5.053974e-001
-1.746161e-001	4.926505e-001
-2.289561e-001	4.791552e-001
-2.667543e-001	4.664077e-001
-3.541930e-001	4.514159e-001
-4.085312e-001	4.379207e-001
-3.966705e-001	4.274185e-001
-4.675595e-001	4.131750e-001
-5.384578e-001	3.989310e-001
-4.769499e-001	3.906735e-001
-5.312880e-001	3.771783e-001
-6.352752e-001	3.614383e-001
-6.068667e-001	3.516843e-001
-6.777643e-001	3.374403e-001
-7.321030e-001	3.239451e-001
-7.036939e-001	3.141911e-001
-7.083836e-001	3.029406e-001
-7.296236e-001	2.909419e-001
-7.343133e-001	2.796914e-001
-8.052115e-001	2.654474e-001
-8.595508e-001	2.519521e-001
-8.973399e-001	2.392051e-001
-9.185792e-001	2.272064e-001
-9.563682e-001	2.144594e-001
-9.445082e-001	2.039572e-001
-1.098155e+000	1.859719e-001
-1.036646e+000	1.777145e-001
-1.107534e+000	1.634709e-001
-1.178423e+000	1.492274e-001
-1.133464e+000	1.402217e-001
-1.204361e+000	1.259778e-001
-1.175952e+000	1.162238e-001
-1.263391e+000	1.012320e-001
-1.284630e+000	8.923326e-002
-1.322420e+000	7.648625e-002
-1.376758e+000	6.299100e-002
-1.431107e+000	4.949530e-002
-1.435797e+000	3.824481e-002
-1.423937e+000	2.774257e-002
-1.511375e+000	1.275080e-002
-1.482966e+000	2.996829e-003
-1.471116e+000	-7.505831e-003
-1.591653e+000	-2.399413e-002
-1.530145e+000	-3.225159e-002
-1.584484e+000	-4.574684e-002
-1.738119e+000	-6.373165e-002
-1.792468e+000	-7.722735e-002
-1.714410e+000	-8.473655e-002
-1.752200e+000	-9.748355e-002
-1.707240e+000	-1.064893e-001
-1.761579e+000	-1.199845e-001
-1.832468e+000	-1.342280e-001
-1.804059e+000	-1.439820e-001
-1.891506e+000	-1.589742e-001
-1.896196e+000	-1.702247e-001
