    nm         	nN
0.000000e+000	3.024059e-001
6.167973e-002	2.941562e-001
-7.579723e-002	2.769020e-001
-1.468821e-001	2.626496e-001
-1.183944e-001	2.528991e-001
-2.060750e-001	2.378964e-001
-2.771598e-001	2.236440e-001
-3.316591e-001	2.101415e-001
-2.367894e-001	2.033924e-001
-2.580877e-001	1.913910e-001
-2.461955e-001	1.808902e-001
-3.670669e-001	1.643868e-001
-3.717701e-001	1.531357e-001
-3.764827e-001	1.418842e-001
-4.143768e-001	1.291325e-001
-5.020573e-001	1.141297e-001
-6.063336e-001	9.837664e-002
-5.778453e-001	8.862624e-002
-6.655357e-001	7.362305e-002
-6.868346e-001	6.162163e-002
-7.579195e-001	4.736922e-002
-8.290044e-001	3.311681e-002
-9.166856e-001	1.811405e-002
-9.213979e-001	6.862531e-003
-7.933371e-001	1.614137e-003
-8.478263e-001	-1.188794e-002
-8.525294e-001	-2.313901e-002
-9.402100e-001	-3.814176e-002
-9.781040e-001	-5.089351e-002
-9.496255e-001	-6.064436e-002
-1.004115e+000	-7.414643e-002
-1.091796e+000	-8.914919e-002
-1.179476e+000	-1.041519e-001
-1.167584e+000	-1.146527e-001
-1.188882e+000	-1.266541e-001
-1.226786e+000	-1.394063e-001
-1.264680e+000	-1.521580e-001
-1.319170e+000	-1.656601e-001
-1.290682e+000	-1.754105e-001
-1.361768e+000	-1.896629e-001
-1.349884e+000	-2.001641e-001
-1.437565e+000	-2.151669e-001
-1.475458e+000	-2.279186e-001
-1.513353e+000	-2.406703e-001
-1.601033e+000	-2.556731e-001
-1.622333e+000	-2.676745e-001
-1.527472e+000	-2.744240e-001
-1.548770e+000	-2.864254e-001
-1.570069e+000	-2.984269e-001
-1.624558e+000	-3.119289e-001
-1.562879e+000	-3.201787e-001
-1.534392e+000	-3.299291e-001
-1.555700e+000	-3.419309e-001
-1.626785e+000	-3.561834e-001
-1.614893e+000	-3.666841e-001
-1.702573e+000	-3.816868e-001
-1.690681e+000	-3.921876e-001
-1.695383e+000	-4.034386e-001
-1.766479e+000	-4.176915e-001
-1.787777e+000	-4.296929e-001
-1.792480e+000	-4.409440e-001
-1.730801e+000	-4.491937e-001
-1.801886e+000	-4.634461e-001
-1.823185e+000	-4.754476e-001
-1.877684e+000	-4.889501e-001
-1.915578e+000	-5.017018e-001
-1.953472e+000	-5.144536e-001
-2.007961e+000	-5.279556e-001
-1.996069e+000	-5.384564e-001
-2.017377e+000	-5.504582e-001
-1.905912e+000	-5.564570e-001
-1.943806e+000	-5.692087e-001
-1.931914e+000	-5.797095e-001
-2.019594e+000	-5.947122e-001
-1.974510e+000	-6.037123e-001
-2.029010e+000	-6.172148e-001
-2.100097e+000	-6.314673e-001
-2.171181e+000	-6.457196e-001
-2.242265e+000	-6.599721e-001
-2.130800e+000	-6.659708e-001
-2.118907e+000	-6.764715e-001
-2.239789e+000	-6.929754e-001
-2.310873e+000	-7.072278e-001
-2.099837e+000	-7.087246e-001
-2.204110e+000	-7.244776e-001
-2.159028e+000	-7.334777e-001
-2.113945e+000	-7.424778e-001
-2.102052e+000	-7.529785e-001
-2.056977e+000	-7.619790e-001
-2.061681e+000	-7.732301e-001
-2.033194e+000	-7.829805e-001
-2.021300e+000	-7.934813e-001
-1.959621e+000	-8.017310e-001
-1.848154e+000	-8.077297e-001
-1.886049e+000	-8.204815e-001
-1.990337e+000	-8.362350e-001
-2.078016e+000	-8.512377e-001
-2.115911e+000	-8.639895e-001
-2.087421e+000	-8.737399e-001
-2.141913e+000	-8.872420e-001
-2.295985e+000	-9.052465e-001
-2.217711e+000	-9.127460e-001
-2.189221e+000	-9.224964e-001
-2.061161e+000	-9.277448e-001
-2.099054e+000	-9.404965e-001
-2.153544e+000	-9.539985e-001
-1.942504e+000	-9.554952e-001
-1.681679e+000	-9.547410e-001
-1.553619e+000	-9.599894e-001
-1.707691e+000	-9.779939e-001
-1.762181e+000	-9.914960e-001
-1.600930e+000	-9.952438e-001
-1.456273e+000	-9.997418e-001
-1.494166e+000	-1.012494e+000
-1.415892e+000	-1.019993e+000
-1.188256e+000	-1.020739e+000
-7.780750e-001	-1.013232e+000
6.112573e-001	-9.614546e-001
2.548240e+000	-8.849160e-001
4.269477e+000	-8.181320e-001
4.729451e+000	-8.083736e-001
5.239209e+000	-7.963643e-001
5.616203e+000	-7.903577e-001
8.714881e+000	-6.612953e-001
1.413694e+001	-4.271857e-001
1.866284e+001	-2.335940e-001
2.015174e+001	-1.773146e-001
2.061172e+001	-1.675563e-001
2.024191e+001	-1.953147e-001
2.070188e+001	-1.855564e-001
2.139419e+001	-1.652934e-001
2.188735e+001	-1.540345e-001
2.226435e+001	-1.480278e-001
2.220986e+001	-1.615299e-001
2.225494e+001	-1.705300e-001
2.248258e+001	-1.712764e-001
2.274340e+001	-1.705221e-001
2.268891e+001	-1.840242e-001
2.260122e+001	-1.990274e-001
2.267950e+001	-2.065268e-001
2.343820e+001	-1.832620e-001
2.459518e+001	-1.419897e-001
2.615046e+001	-8.270886e-002
2.647767e+001	-7.895324e-002
2.705381e+001	-6.394261e-002
2.726485e+001	-6.543933e-002
2.719376e+001	-7.969175e-002
2.760395e+001	-7.218446e-002
2.766563e+001	-8.043420e-002
2.779369e+001	-8.568259e-002
2.803792e+001	-8.567866e-002
2.758514e+001	-1.171888e-001
2.779618e+001	-1.186855e-001
2.815657e+001	-1.134292e-001
2.840080e+001	-1.134253e-001
2.889397e+001	-1.021663e-001
2.887267e+001	-1.141677e-001
2.888456e+001	-1.246685e-001
2.909560e+001	-1.261652e-001
2.937302e+001	-1.246606e-001
2.950107e+001	-1.299094e-001
3.006063e+001	-1.156487e-001
3.015549e+001	-1.223977e-001
2.978568e+001	-1.501566e-001
2.994693e+001	-1.539043e-001
3.019116e+001	-1.539004e-001
3.036901e+001	-1.568978e-001
3.034771e+001	-1.688992e-001
3.034301e+001	-1.801503e-001
3.023873e+001	-1.959034e-001
3.088125e+001	-1.778914e-001
3.170633e+001	-1.516257e-001
3.279694e+001	-1.133543e-001
3.315734e+001	-1.080980e-001
3.373348e+001	-9.308738e-002
3.331388e+001	-1.230968e-001
3.314322e+001	-1.418517e-001
3.376915e+001	-1.245896e-001
3.416274e+001	-1.178326e-001
3.437378e+001	-1.193294e-001
3.473418e+001	-1.140731e-001
3.549287e+001	-9.080877e-002
3.553795e+001	-9.980885e-002
3.556644e+001	-1.095593e-001
3.582727e+001	-1.088050e-001
3.597193e+001	-1.133030e-001
3.626594e+001	-1.110481e-001
3.659315e+001	-1.072925e-001
3.647228e+001	-1.237959e-001
3.663353e+001	-1.275436e-001
3.674499e+001	-1.335428e-001
3.725475e+001	-1.215331e-001
3.739941e+001	-1.260311e-001
3.736151e+001	-1.387833e-001
3.752276e+001	-1.425310e-001
3.791634e+001	-1.357741e-001
3.826015e+001	-1.312681e-001
3.825545e+001	-1.425192e-001
3.893117e+001	-1.230061e-001
3.992220e+001	-8.923712e-002
4.026600e+001	-8.473118e-002
4.107449e+001	-5.921542e-002
4.121913e+001	-6.371392e-002
4.139698e+001	-6.671132e-002
4.157483e+001	-6.970872e-002
4.191863e+001	-6.520277e-002
4.234542e+001	-5.694470e-002
4.229092e+001	-7.044722e-002
4.226962e+001	-8.244863e-002
4.189982e+001	-1.102071e-001
4.313978e+001	-6.518305e-002
4.338401e+001	-6.517911e-002
4.322995e+001	-8.318320e-002
4.276057e+001	-1.154436e-001
4.303799e+001	-1.139390e-001
4.384647e+001	-8.842372e-002
4.390814e+001	-9.667345e-002
4.425195e+001	-9.216750e-002
4.406470e+001	-1.116723e-001
4.440850e+001	-1.071663e-001
4.456975e+001	-1.109140e-001
4.466462e+001	-1.176631e-001
4.477609e+001	-1.236618e-001
4.492074e+001	-1.281599e-001
4.523135e+001	-1.251546e-001
4.554197e+001	-1.221493e-001
4.568662e+001	-1.266474e-001
4.611340e+001	-1.183898e-001
4.617508e+001	-1.266395e-001
4.646910e+001	-1.243846e-001
4.646439e+001	-1.356361e-001
4.680819e+001	-1.311301e-001
4.683667e+001	-1.408805e-001
4.703112e+001	-1.431276e-001
4.714258e+001	-1.491264e-001
4.733703e+001	-1.513734e-001
4.769743e+001	-1.461171e-001
4.760975e+001	-1.611199e-001
4.745568e+001	-1.791240e-001
4.794884e+001	-1.678650e-001
4.849180e+001	-1.543550e-001
4.873602e+001	-1.543511e-001
4.854877e+001	-1.738558e-001
4.832832e+001	-1.948613e-001
4.882149e+001	-1.836023e-001
4.921508e+001	-1.768453e-001
4.985760e+001	-1.588334e-001
5.099800e+001	-1.183109e-001
5.198902e+001	-8.454192e-002
5.243240e+001	-7.553397e-002
5.317451e+001	-5.301954e-002
5.292086e+001	-7.552609e-002
5.299913e+001	-8.302548e-002
5.372463e+001	-6.126184e-002
5.428419e+001	-4.700109e-002
5.398076e+001	-7.175864e-002
5.385989e+001	-8.826205e-002
5.427007e+001	-8.075477e-002
5.418239e+001	-9.575751e-002
5.416109e+001	-1.077589e-001
5.402362e+001	-1.250127e-001
5.441721e+001	-1.182557e-001
5.482740e+001	-1.107484e-001
5.517120e+001	-1.062425e-001
5.510012e+001	-1.204949e-001
5.527796e+001	-1.234923e-001
5.580431e+001	-1.107327e-001
5.631408e+001	-9.872338e-002
5.733829e+001	-6.345371e-002
5.718423e+001	-8.145779e-002
5.726250e+001	-8.895719e-002
5.697568e+001	-1.129640e-001
5.803309e+001	-7.619361e-002
5.859263e+001	-6.193331e-002
5.862112e+001	-7.168373e-002
5.944620e+001	-4.541763e-002
5.987298e+001	-3.716000e-002
5.993466e+001	-4.540975e-002
6.021208e+001	-4.390513e-002
6.057248e+001	-3.864885e-002
6.055118e+001	-5.065025e-002
6.087839e+001	-4.689464e-002
6.163708e+001	-2.363032e-002
6.163238e+001	-3.488140e-002
6.176044e+001	-4.012980e-002
6.195488e+001	-4.237686e-002
6.204975e+001	-4.912593e-002
6.204504e+001	-6.037745e-002
6.255480e+001	-4.836771e-002
6.289861e+001	-4.386176e-002
6.317603e+001	-4.235714e-002
6.310494e+001	-5.660955e-002
6.329939e+001	-5.885662e-002
6.339425e+001	-6.560613e-002
6.421933e+001	-3.934003e-002
6.411506e+001	-5.509312e-002
6.434269e+001	-5.583951e-002
6.430479e+001	-6.859170e-002
6.428348e+001	-8.059312e-002
6.507538e+001	-5.582769e-002
6.490471e+001	-7.458256e-002
6.450171e+001	-1.038417e-001
6.509445e+001	-8.808068e-002
6.577017e+001	-6.856804e-002
6.598120e+001	-7.006477e-002
6.605948e+001	-7.756417e-002
6.615435e+001	-8.431325e-002
6.701262e+001	-5.654648e-002
6.758876e+001	-4.153584e-002
6.723554e+001	-6.854439e-002
6.749637e+001	-6.779011e-002
6.818868e+001	-4.752669e-002
6.834993e+001	-5.127442e-002
6.856097e+001	-5.277115e-002
6.825754e+001	-7.752869e-002
6.868432e+001	-6.927106e-002
6.858005e+001	-8.502415e-002
6.859194e+001	-9.552489e-002
6.895234e+001	-9.026861e-002
6.957826e+001	-7.300696e-002
6.957356e+001	-8.425804e-002
6.973482e+001	-8.800578e-002
6.986288e+001	-9.325418e-002
7.000753e+001	-9.775224e-002
7.011900e+001	-1.037510e-001
7.072833e+001	-8.723967e-002
7.085639e+001	-9.248807e-002
7.121679e+001	-8.723178e-002
7.164357e+001	-7.897416e-002
7.148950e+001	-9.697824e-002
7.128565e+001	-1.172333e-001
7.171244e+001	-1.089757e-001
7.212262e+001	-1.014684e-001
7.244983e+001	-9.771281e-002
7.206343e+001	-1.262216e-001
7.249021e+001	-1.179640e-001
7.295018e+001	-1.082057e-001
7.321101e+001	-1.074514e-001
7.362119e+001	-9.994411e-002
7.373266e+001	-1.059428e-001
7.336284e+001	-1.337017e-001
7.383942e+001	-1.231927e-001
7.376833e+001	-1.374455e-001
7.358107e+001	-1.569503e-001
7.425678e+001	-1.374376e-001
