    nm         	nN
0.000000e+000	6.404799e-001
1.188949e-002	6.299790e-001
-4.259288e-002	6.164773e-001
-1.411013e-002	6.067266e-001
-5.199677e-002	5.939752e-001
-1.562540e-001	5.782230e-001
-1.277725e-001	5.684723e-001
-1.656628e-001	5.557207e-001
-1.537734e-001	5.452198e-001
-2.414337e-001	5.302180e-001
-2.627319e-001	5.182166e-001
-3.503923e-001	5.032147e-001
-3.550948e-001	4.919637e-001
-2.934341e-001	4.837131e-001
-3.479116e-001	4.702116e-001
-4.023890e-001	4.567101e-001
-4.568708e-001	4.432083e-001
-4.283893e-001	4.334576e-001
-4.828667e-001	4.199561e-001
-5.207570e-001	4.072045e-001
-5.420505e-001	3.952033e-001
-6.131242e-001	3.809514e-001
-6.841938e-001	3.666997e-001
-6.557122e-001	3.569490e-001
-7.101940e-001	3.434473e-001
-7.812634e-001	3.291956e-001
-6.864144e-001	3.224456e-001
-8.072643e-001	3.059431e-001
-8.617412e-001	2.924416e-001
-8.830400e-001	2.804402e-001
-8.877420e-001	2.691892e-001
-9.256274e-001	2.564378e-001
-9.303343e-001	2.451866e-001
-9.516277e-001	2.331854e-001
-9.397375e-001	2.226845e-001
-1.060587e+000	2.061821e-001
-1.015513e+000	1.971816e-001
-1.036807e+000	1.851804e-001
-1.024922e+000	1.746793e-001
-1.145766e+000	1.581771e-001
-1.167060e+000	1.461759e-001
-1.171767e+000	1.349247e-001
-1.159878e+000	1.244238e-001
-1.280722e+000	1.079216e-001
-1.302020e+000	9.592023e-002
-1.290131e+000	8.541937e-002
-1.328021e+000	7.266779e-002
-1.382498e+000	5.916626e-002
-1.486750e+000	4.341424e-002
-1.391906e+000	3.666399e-002
-1.429792e+000	2.391263e-002
-1.384719e+000	1.491209e-002
-1.455793e+000	6.601810e-004
-1.510270e+000	-1.284132e-002
-1.514971e+000	-2.409235e-002
-1.586046e+000	-3.834427e-002
-1.607339e+000	-5.034546e-002
-1.628633e+000	-6.234665e-002
-1.716299e+000	-7.734872e-002
-1.787367e+000	-9.160041e-002
-1.742295e+000	-1.006009e-001
-1.813368e+000	-1.148528e-001
-1.735112e+000	-1.223531e-001
-1.839369e+000	-1.381053e-001
-1.860662e+000	-1.501065e-001
-1.832181e+000	-1.598572e-001
-1.903254e+000	-1.741091e-001
-1.891365e+000	-1.846100e-001
-2.061984e+000	-2.033626e-001
-2.099875e+000	-2.161142e-001
-2.087985e+000	-2.266151e-001
-2.159059e+000	-2.408670e-001
-2.246721e+000	-2.558689e-001
-2.268014e+000	-2.678700e-001
-2.339087e+000	-2.821219e-001
-2.410155e+000	-2.963736e-001
-2.464638e+000	-3.098754e-001
-2.552299e+000	-3.248772e-001
-2.507227e+000	-3.338778e-001
-2.611483e+000	-3.496300e-001
-2.583003e+000	-3.593807e-001
-2.703846e+000	-3.758829e-001
-2.708552e+000	-3.871341e-001
-2.696664e+000	-3.976350e-001
-2.767731e+000	-4.118867e-001
-2.805621e+000	-4.246382e-001
-2.843507e+000	-4.373896e-001
-2.848215e+000	-4.486408e-001
-2.886101e+000	-4.613922e-001
-2.923986e+000	-4.741436e-001
-3.044834e+000	-4.906460e-001
-3.049536e+000	-5.018970e-001
-3.087421e+000	-5.146484e-001
-3.058946e+000	-5.243993e-001
-3.130013e+000	-5.386510e-001
-3.167898e+000	-5.514023e-001
-3.288749e+000	-5.679047e-001
-3.326634e+000	-5.806561e-001
-3.381116e+000	-5.941578e-001
-3.419002e+000	-6.069092e-001
-3.390519e+000	-6.166599e-001
-3.411820e+000	-6.286613e-001
-3.433111e+000	-6.406625e-001
-3.553961e+000	-6.571649e-001
-3.608439e+000	-6.706665e-001
-3.646324e+000	-6.834178e-001
-3.684214e+000	-6.961693e-001
-3.705510e+000	-7.081706e-001
