0.000000e+000	3.566433e+002
-1.806481e-002	3.528443e+002
-3.340778e-003	3.495203e+002
-1.033662e-001	3.445338e+002
-1.214176e-001	3.407350e+002
-1.066936e-001	3.374110e+002
-1.903284e-001	3.326620e+002
-1.592157e-001	3.295755e+002
-1.772671e-001	3.257767e+002
-1.297638e-001	3.229277e+002
-1.969965e-001	3.184163e+002
-1.822725e-001	3.150923e+002
-1.839506e-001	3.115307e+002
-3.167533e-001	3.060693e+002
-3.020274e-001	3.027454e+002
-1.889407e-001	3.008466e+002
-2.725774e-001	2.960975e+002
-2.906441e-001	2.922985e+002
-2.103348e-001	2.899248e+002
-1.628334e-001	2.870757e+002
-2.464682e-001	2.823267e+002
-2.973142e-001	2.780527e+002
-3.317696e-001	2.740162e+002
-3.006397e-001	2.709299e+002
-3.842764e-001	2.661809e+002
-4.843018e-001	2.611944e+002
-3.876019e-001	2.590581e+002
-4.712405e-001	2.543090e+002
-4.893053e-001	2.505100e+002
-5.401513e-001	2.462361e+002
-5.746048e-001	2.421996e+002
-5.762694e-001	2.386382e+002
-6.271135e-001	2.343643e+002
-5.959989e-001	2.312778e+002
-5.648852e-001	2.281913e+002
-5.993263e-001	2.241550e+002
-6.993507e-001	2.191685e+002
-6.026680e-001	2.170320e+002
-5.715544e-001	2.139455e+002
-6.387861e-001	2.094342e+002
-6.240611e-001	2.061102e+002
-6.093352e-001	2.027863e+002
-5.946111e-001	1.994623e+002
-5.798862e-001	1.961384e+002
-6.143416e-001	1.921019e+002
-5.832279e-001	1.890154e+002
-5.029185e-001	1.866417e+002
-5.865543e-001	1.818927e+002
-6.046210e-001	1.780936e+002
-5.734920e-001	1.750073e+002
-5.587671e-001	1.716834e+002
-4.292907e-001	1.700221e+002
-3.817893e-001	1.671730e+002
-1.211605e-001	1.674119e+002
-8.089058e-003	1.655128e+002
2.304089e-002	1.624266e+002
1.689040e-001	1.610026e+002
3.147681e-001	1.595787e+002
1.983540e-001	1.543548e+002
1.638986e-001	1.503183e+002
1.786236e-001	1.469943e+002
2.261412e-001	1.441455e+002
1.261158e-001	1.391590e+002
2.883695e-001	1.379726e+002
2.703172e-001	1.341737e+002
2.194731e-001	1.298998e+002
2.669754e-001	1.270507e+002
2.980891e-001	1.239642e+002
3.783995e-001	1.215905e+002
4.422895e-001	1.189789e+002
3.422641e-001	1.139924e+002
4.389621e-001	1.118562e+002
4.700768e-001	1.087697e+002
3.864400e-001	1.040206e+002
3.847773e-001	1.004592e+002
4.650713e-001	9.808532e+001
5.125880e-001	9.523649e+001
5.437026e-001	9.215000e+001
6.567894e-001	9.025120e+001
6.551247e-001	8.668981e+001
6.534467e-001	8.312821e+001
6.845766e-001	8.004194e+001
6.828986e-001	7.648034e+001
5.337071e-001	7.078149e+001
5.156404e-001	6.698244e+001
3.828223e-001	6.152083e+001
4.795223e-001	5.938457e+001
6.253845e-001	5.796065e+001
6.729031e-001	5.511182e+001
4.253355e-001	4.798764e+001
4.072841e-001	4.418881e+001
6.842863e-001	4.466491e+001
6.498309e-001	4.062841e+001
8.612784e-001	4.015472e+001
8.760044e-001	3.683078e+001
8.415490e-001	3.279428e+001
9.382317e-001	3.065781e+001
1.166068e+000	3.042156e+001
1.262766e+000	2.828530e+001
1.113561e+000	2.258623e+001
1.062717e+000	1.831229e+001
1.274149e+000	1.783838e+001
1.305264e+000	1.475189e+001
1.139668e+000	8.815379e+000
1.203576e+000	6.204005e+000
1.169120e+000	2.167506e+000
1.151069e+000	-1.631317e+000
1.149389e+000	-5.192921e+000
1.082156e+000	-9.704310e+000
1.211632e+000	-1.136567e+001
1.619789e+000	-8.989346e+000
1.995152e+000	-7.088132e+000
2.190198e+000	-7.799495e+000
2.204922e+000	-1.112343e+001
2.416371e+000	-1.159712e+001
2.267164e+000	-1.729619e+001
2.298279e+000	-2.038267e+001
2.247435e+000	-2.465662e+001
2.278548e+000	-2.774310e+001
2.194928e+000	-3.249194e+001
2.455542e+000	-3.225329e+001
2.666974e+000	-3.272721e+001
2.550560e+000	-3.795116e+001
2.778398e+000	-3.818740e+001
3.071804e+000	-3.747364e+001
3.020960e+000	-4.174758e+001
3.068461e+000	-4.459663e+001
3.083187e+000	-4.792056e+001
3.081524e+000	-5.148194e+001
3.276568e+000	-5.219331e+001
3.242113e+000	-5.622980e+001
3.601087e+000	-5.456603e+001
3.828925e+000	-5.480228e+001
3.515789e+000	-6.287647e+001
3.678055e+000	-6.406272e+001
3.774738e+000	-6.619921e+001
4.117326e+000	-6.477289e+001
4.492689e+000	-6.287167e+001
4.950027e+000	-5.978278e+001
5.325391e+000	-5.788156e+001
5.586004e+000	-5.764292e+001
5.502383e+000	-6.239176e+001
5.615469e+000	-6.429057e+001
5.433472e+000	-7.046475e+001
5.661310e+000	-7.070099e+001
5.708812e+000	-7.355003e+001
5.723535e+000	-7.687397e+001
6.525123e+000	-6.879738e+001
7.031641e+000	-6.499593e+001
6.948004e+000	-6.974498e+001
7.552869e+000	-6.451863e+001
9.042956e+000	-4.646663e+001
9.549459e+000	-4.266541e+001
1.025268e+001	-3.601393e+001
1.062806e+001	-3.411250e+001
1.095425e+001	-3.292384e+001
1.126404e+001	-3.197264e+001
1.147549e+001	-3.244633e+001
1.163774e+001	-3.363280e+001
1.125903e+001	-4.265700e+001
1.132294e+001	-4.526838e+001
1.197699e+001	-3.932947e+001
